Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Taylor Hendricks,UTA,MEM,L,28.53,4,7,0.571,3,5,0.6,1,2,0.5,2,3,5,0,2,1,0,3,12,12.1,10/23/24
Gradey Dick,TOR,CLE,L,29.27,5,13,0.385,2,6,0.333,4,4,1,1,1,2,1,0,2,0,0,16,12,10/23/24
Jalen Suggs,ORL,MIA,W,12.53,3,4,0.75,1,2,0.5,4,4,1,0,2,2,4,1,0,1,3,11,11.6,10/23/24
Jalen Wilson,BRK,ATL,L,33.97,3,7,0.429,2,5,0.4,8,8,1,1,3,4,1,0,0,1,5,16,11.6,10/23/24
Wendell Carter,ORL,MIA,W,26.62,3,7,0.429,1,2,0.5,1,2,0.5,4,10,14,2,2,0,1,2,8,11.3,10/23/24
Amir Coffey,LAC,PHO,L,25.82,4,4,1,2,2,1,1,2,0.5,0,3,3,1,1,0,0,2,11,11.2,10/23/24
Tyler Herro,MIA,ORL,L,28.75,5,11,0.455,2,5,0.4,2,2,1,0,5,5,3,0,1,1,1,14,11.2,10/23/24
Collin Sexton,UTA,MEM,L,24.98,5,8,0.625,0,0,0,6,8,0.75,0,2,2,3,1,1,4,2,16,11.2,10/23/24
Tyrese Maxey,PHI,MIL,L,38.98,10,31,0.323,2,9,0.222,3,4,0.75,0,6,6,3,1,1,1,1,25,11.1,10/23/24
Devin Booker,PHO,LAC,W,32.13,5,9,0.556,4,5,0.8,1,2,0.5,0,4,4,6,1,1,4,6,15,11,10/23/24
Derrick Jones,LAC,PHO,L,29,5,6,0.833,2,2,1,0,0,0,2,2,4,1,2,0,2,4,12,10.9,10/23/24
Toumani Camara,POR,GSW,L,29.88,3,8,0.375,2,4,0.5,3,4,0.75,4,2,6,4,2,0,2,4,11,10.8,10/23/24
Gary Payton,GSW,POR,W,14.48,3,4,0.75,0,1,0,2,2,1,0,1,1,3,2,0,0,0,8,10.8,10/23/24
Tim Hardaway,DET,IND,L,28.93,4,9,0.444,4,7,0.571,2,2,1,0,1,1,1,1,0,0,2,14,10.5,10/23/24
Tyrese Haliburton,IND,DET,W,34.97,6,18,0.333,1,9,0.111,2,2,1,1,4,5,4,3,2,3,2,15,10.1,10/23/24
Moses Moody,GSW,POR,W,14.88,5,11,0.455,3,8,0.375,2,2,1,0,2,2,2,0,0,0,3,15,10.1,10/23/24
Anthony Black,ORL,MIA,W,27.9,4,9,0.444,1,2,0.5,1,3,0.333,4,2,6,4,0,0,0,2,10,9.9,10/23/24
Cameron Johnson,BRK,ATL,L,32.02,4,10,0.4,1,6,0.167,5,6,0.833,0,4,4,0,1,1,0,3,14,9.9,10/23/24
Norman Powell,LAC,PHO,L,39.6,5,16,0.313,1,7,0.143,6,6,1,1,3,4,4,0,1,3,0,17,9.9,10/23/24
Daniel Theis,NOP,CHI,W,18.52,3,5,0.6,0,1,0,2,2,1,0,2,2,3,2,3,2,2,8,9.7,10/23/24
Caleb Martin,PHI,MIL,L,37.45,5,10,0.5,0,1,0,2,2,1,4,5,9,3,0,1,3,4,12,9.5,10/23/24
Kelly Oubre,PHI,MIL,L,30.42,8,18,0.444,1,6,0.167,4,6,0.667,1,1,2,1,0,0,1,5,21,9.5,10/23/24
Immanuel Quickley,TOR,CLE,L,14.23,4,9,0.444,2,4,0.5,3,4,0.75,0,2,2,4,1,0,2,2,13,9.5,10/23/24
Jerami Grant,POR,GSW,L,33.17,6,18,0.333,2,8,0.25,2,2,1,0,2,2,3,1,1,0,2,16,9.4,10/23/24
Jordan Hawkins,NOP,CHI,W,27.9,4,9,0.444,3,6,0.5,2,2,1,0,7,7,1,0,1,2,1,13,9.4,10/23/24
Deandre Ayton,POR,GSW,L,30.95,5,12,0.417,0,2,0,0,0,0,2,9,11,2,2,0,1,2,10,9.3,10/23/24
Nikola Jović,MIA,ORL,L,24.02,7,14,0.5,1,7,0.143,0,1,0,1,4,5,1,1,1,1,4,15,9.3,10/23/24
Andre Drummond,PHI,MIL,L,25.05,4,8,0.5,0,1,0,2,2,1,5,8,13,0,0,0,1,5,10,8.9,10/23/24
Scotty Pippen ,MEM,UTA,W,21.82,3,6,0.5,0,2,0,0,2,0,1,2,3,7,3,1,2,3,6,8.9,10/23/24
Draymond Green,GSW,POR,W,20.43,3,3,1,1,1,1,1,2,0.5,0,6,6,3,1,2,3,3,8,8.8,10/23/24
Haywood Highsmith,MIA,ORL,L,30.23,4,8,0.5,1,2,0.5,0,0,0,1,4,5,2,2,1,1,3,9,8.8,10/23/24
Fred VanVleet,HOU,CHO,L,37.38,4,18,0.222,2,11,0.182,4,4,1,2,2,4,6,2,0,2,1,14,8.8,10/23/24
De'Andre Hunter,ATL,BRK,W,25.78,3,10,0.3,2,4,0.5,4,5,0.8,1,5,6,1,2,0,0,5,12,8.7,10/23/24
Brook Lopez,MIL,PHI,W,35.53,3,11,0.273,1,6,0.167,3,4,0.75,1,7,8,6,0,6,4,4,10,8.7,10/23/24
De'Anthony Melton,GSW,POR,W,19.1,4,11,0.364,2,8,0.25,1,2,0.5,0,2,2,4,3,0,1,3,11,8.7,10/23/24
Thomas Bryant,MIA,ORL,L,16.02,2,2,1,1,1,1,2,2,1,0,3,3,2,0,1,1,0,7,8.4,10/23/24
Jaime Jaquez,MIA,ORL,L,19.18,4,9,0.444,2,2,1,3,5,0.6,2,3,5,3,0,0,2,4,13,8.3,10/23/24
Jamal Shead,TOR,CLE,L,18.72,3,7,0.429,1,4,0.25,3,3,1,0,1,1,4,1,1,2,2,10,8.3,10/23/24
Cody Martin,CHO,HOU,W,23.52,2,6,0.333,1,4,0.25,3,4,0.75,3,5,8,1,0,1,0,3,8,8,10/23/24
Georges Niang,CLE,TOR,W,18.55,4,5,0.8,3,4,0.75,0,0,0,0,1,1,0,0,0,1,1,11,8,10/23/24
Jusuf Nurkić,PHO,LAC,W,22.32,2,5,0.4,1,4,0.25,6,8,0.75,0,9,9,2,2,0,4,4,11,8,10/23/24
Bam Adebayo,MIA,ORL,L,25.52,1,5,0.2,0,2,0,7,10,0.7,3,2,5,1,0,0,0,1,9,7.7,10/23/24
Josh Giddey,CHI,NOP,L,30.48,5,11,0.455,0,1,0,4,7,0.571,1,4,5,3,0,0,3,1,14,7.7,10/23/24
Clint Capela,ATL,BRK,W,19.52,3,5,0.6,0,0,0,0,0,0,1,6,7,1,1,1,1,0,6,7.6,10/23/24
Mason Plumlee,PHO,LAC,W,14.22,2,2,1,0,0,0,4,6,0.667,1,1,2,1,0,1,1,1,8,7.6,10/23/24
Amen Thompson,HOU,CHO,L,21.83,5,11,0.455,1,2,0.5,2,4,0.5,1,3,4,0,0,1,0,3,13,7.6,10/23/24
Ochai Agbaji,TOR,CLE,L,25.25,1,1,1,0,0,0,1,2,0.5,4,2,6,1,1,1,0,2,3,7.3,10/23/24
Kyle Anderson,GSW,POR,W,14.85,1,2,0.5,0,1,0,0,0,0,3,2,5,3,2,1,1,1,2,7.1,10/23/24
Aaron Nesmith,IND,DET,W,18.75,2,4,0.5,1,2,0.5,2,2,1,1,1,2,0,2,1,0,4,7,7.1,10/23/24
Kris Dunn,LAC,PHO,L,20.25,2,4,0.5,1,2,0.5,0,0,0,2,2,4,2,2,0,1,1,5,7,10/23/24
Jalen Johnson,ATL,BRK,W,36.85,4,9,0.444,0,3,0,3,8,0.375,1,9,10,4,3,1,6,3,11,7,10/23/24
Noah Clowney,BRK,ATL,L,14.6,2,6,0.333,1,3,0.333,2,2,1,3,3,6,0,1,1,1,1,7,6.9,10/23/24
Pat Connaughton,MIL,PHI,W,20.9,4,9,0.444,1,5,0.2,0,0,0,1,3,4,1,0,1,0,1,9,6.9,10/23/24
Andrew Nembhard,IND,DET,W,34.82,3,8,0.375,0,2,0,2,2,1,0,2,2,7,1,0,2,3,8,6.9,10/23/24
Guerschon Yabusele,PHI,MIL,L,25.52,4,8,0.5,1,4,0.25,1,3,0.333,2,2,4,3,3,0,3,6,10,6.9,10/23/24
Moritz Wagner,ORL,MIA,W,16.03,2,4,0.5,1,3,0.333,2,2,1,1,5,6,2,0,0,1,2,7,6.8,10/23/24
Gary Trent,MIL,PHI,W,34.45,3,6,0.5,2,5,0.4,3,3,1,0,2,2,0,0,0,0,5,11,6.6,10/23/24
Dean Wade,CLE,TOR,W,19.7,2,5,0.4,1,3,0.333,0,0,0,1,7,8,1,2,0,0,3,5,6.6,10/23/24
Lindy Waters,GSW,POR,W,5.12,3,3,1,2,2,1,0,0,0,0,1,1,0,0,0,0,2,8,6.6,10/23/24
John Konchar,MEM,UTA,W,15.23,1,1,1,1,1,1,2,2,1,1,4,5,1,0,0,0,2,5,6.5,10/23/24
Terance Mann,LAC,PHO,L,27.1,4,6,0.667,0,1,0,0,3,0,1,4,5,4,1,0,1,6,8,6.5,10/23/24
Coby White,CHI,NOP,L,34.78,4,13,0.308,0,5,0,2,2,1,0,8,8,6,1,1,4,1,10,6.4,10/23/24
Malik Beasley,DET,IND,L,27.83,5,13,0.385,2,6,0.333,2,3,0.667,0,3,3,1,0,0,1,2,14,6.3,10/23/24
Jeremiah Robinson-Earl,NOP,CHI,W,6.72,2,3,0.667,2,3,0.667,0,0,0,0,1,1,1,1,0,0,1,6,6.3,10/23/24
Grayson Allen,PHO,LAC,W,21.38,2,7,0.286,2,6,0.333,2,2,1,0,1,1,3,1,1,1,2,8,6.2,10/23/24
Nic Claxton,BRK,ATL,L,15.42,3,4,0.75,0,0,0,1,4,0.25,0,5,5,0,1,1,0,3,7,6.2,10/23/24
Jock Landale,HOU,CHO,L,10.47,2,4,0.5,1,1,1,0,0,0,3,0,3,2,0,0,0,1,5,6.1,10/23/24
Anfernee Simons,POR,GSW,L,32.62,5,12,0.417,2,7,0.286,3,3,1,0,2,2,3,1,0,5,3,15,6.1,10/23/24
Jabari Smith,HOU,CHO,L,33.13,2,7,0.286,2,5,0.4,2,3,0.667,1,4,5,1,0,1,0,2,8,6,10/23/24
Ayo Dosunmu,CHI,NOP,L,24.97,4,6,0.667,0,2,0,0,0,0,0,4,4,3,0,0,2,2,8,5.9,10/23/24
Dorian Finney-Smith,BRK,ATL,L,29.55,3,10,0.3,2,7,0.286,0,0,0,3,5,8,1,1,2,1,5,8,5.9,10/23/24
Nick Richards,CHO,HOU,W,23.92,3,4,0.75,0,0,0,0,2,0,2,6,8,1,0,2,1,5,6,5.9,10/23/24
Rayan Rupert,POR,GSW,L,16.95,3,4,0.75,0,1,0,0,0,0,1,2,3,0,1,0,0,2,6,5.9,10/23/24
Ziaire Williams,BRK,ATL,L,15.85,3,6,0.5,2,3,0.667,1,2,0.5,1,2,3,1,0,0,1,2,9,5.8,10/23/24
Miles Bridges,CHO,HOU,W,32.28,5,11,0.455,0,3,0,0,0,0,0,9,9,2,1,1,4,1,10,5.7,10/23/24
Jamison Battle,TOR,CLE,L,16.37,2,4,0.5,2,4,0.5,0,0,0,0,2,2,1,0,1,0,1,6,5.6,10/23/24
Jonathan Mogbo,TOR,CLE,L,11.22,2,4,0.5,1,2,0.5,2,2,1,0,0,0,0,1,0,0,1,7,5.6,10/23/24
Tobias Harris,DET,IND,L,35.78,6,13,0.462,1,6,0.167,0,0,0,1,1,2,1,0,1,2,3,13,5.5,10/23/24
Brandon Miller,CHO,HOU,W,10.73,2,4,0.5,1,2,0.5,1,1,1,1,0,1,1,1,0,1,0,6,5.4,10/23/24
Grant Williams,CHO,HOU,W,24.82,3,6,0.5,2,4,0.5,0,0,0,1,3,4,1,1,1,2,4,8,5.4,10/23/24
Marcus Smart,MEM,UTA,W,26.03,3,11,0.273,1,6,0.167,4,4,1,3,2,5,1,1,0,2,4,11,5.3,10/23/24
Ben Simmons,BRK,ATL,L,24.2,3,4,0.75,0,0,0,0,0,0,2,3,5,8,0,1,6,5,6,5,10/23/24
Ricky Council,PHI,MIL,L,9,1,2,0.5,1,1,1,4,4,1,0,1,1,0,0,0,1,1,7,4.9,10/23/24
Kai Jones,LAC,PHO,L,13,3,5,0.6,0,0,0,0,0,0,2,2,4,0,0,0,0,2,6,4.9,10/23/24
Bogdan Bogdanović,ATL,BRK,W,27.83,2,6,0.333,2,6,0.333,2,2,1,0,2,2,2,0,2,2,3,8,4.8,10/23/24
Seth Curry,CHO,HOU,W,26.33,2,5,0.4,2,3,0.667,1,3,0.333,0,2,2,1,0,1,0,2,7,4.7,10/23/24
Lonzo Ball,CHI,NOP,L,13.65,2,4,0.5,1,3,0.333,0,0,0,0,2,2,4,0,0,1,2,5,4.6,10/23/24
Oso Ighodaro,PHO,LAC,W,12.23,1,1,1,0,0,0,0,0,0,2,4,6,0,0,1,0,1,2,4.6,10/23/24
Monte Morris,PHO,LAC,W,12.55,2,5,0.4,0,2,0,1,2,0.5,0,1,1,2,1,0,0,0,5,4.6,10/23/24
Brice Sensabaugh,UTA,MEM,L,12.32,1,2,0.5,0,0,0,1,2,0.5,2,0,2,0,2,0,0,1,3,4.6,10/23/24
Ron Holland,DET,IND,L,15.3,2,6,0.333,0,3,0,2,2,1,1,2,3,0,2,0,1,1,6,4.5,10/23/24
Kevon Looney,GSW,POR,W,14.08,0,2,0,0,0,0,2,2,1,3,3,6,2,1,1,1,3,2,4.5,10/23/24
Moussa Diabaté,CHO,HOU,W,14.98,1,4,0.25,0,0,0,0,0,0,2,3,5,0,1,2,0,0,2,4.3,10/23/24
Tari Eason,HOU,CHO,L,12.88,1,3,0.333,0,1,0,0,0,0,1,1,2,2,2,0,0,1,2,4.3,10/23/24
James Wiseman,IND,DET,W,4.63,2,4,0.5,0,1,0,2,2,1,0,1,1,0,0,0,0,0,6,4.3,10/23/24
John Collins,UTA,MEM,L,18.32,5,12,0.417,0,3,0,1,1,1,1,4,5,0,1,1,2,5,11,4.2,10/23/24
Sam Merrill,CLE,TOR,W,16.07,2,4,0.5,1,3,0.333,2,2,1,0,0,0,1,0,0,0,4,7,4.1,10/23/24
Bruno Fernando,TOR,CLE,L,15.42,3,6,0.5,0,0,0,0,0,0,2,5,7,1,0,0,1,4,6,4,10/23/24
Tyler Smith,MIL,PHI,W,2.22,2,3,0.667,1,2,0.5,0,0,0,1,0,1,0,0,0,0,1,5,4,10/23/24
Patrick Williams,CHI,NOP,L,24.07,2,7,0.286,1,4,0.25,1,2,0.5,2,1,3,3,0,1,2,0,6,4,10/23/24
Jared McCain,PHI,MIL,L,3.87,2,3,0.667,0,1,0,0,0,0,1,1,2,0,0,0,0,0,4,3.7,10/23/24
Dennis Schröder,BRK,ATL,L,34.33,5,16,0.313,2,6,0.333,1,2,0.5,0,3,3,7,1,0,5,4,13,3.6,10/23/24
Jonathan Isaac,ORL,MIA,W,11.45,1,4,0.25,1,2,0.5,0,2,0,2,1,3,0,1,2,0,1,3,3.5,10/23/24
Vit Krejci,ATL,BRK,W,11.32,1,2,0.5,0,1,0,1,1,1,0,1,1,2,0,0,0,1,3,3.3,10/23/24
Jose Alvarado,NOP,CHI,W,12.8,1,3,0.333,1,3,0.333,0,0,0,0,0,0,3,1,0,0,3,3,3.2,10/23/24
Jake LaRavia,MEM,UTA,W,16.15,2,4,0.5,1,2,0.5,0,0,0,0,1,1,0,0,1,0,2,5,3.2,10/23/24
Royce O'Neale,PHO,LAC,W,24.22,2,5,0.4,1,3,0.333,0,0,0,1,4,5,1,1,1,3,1,5,3.2,10/23/24
Isaac Okoro,CLE,TOR,W,19.03,1,2,0.5,0,0,0,1,2,0.5,0,2,2,2,0,1,1,1,3,2.9,10/23/24
Gui Santos,GSW,POR,W,5.12,1,1,1,0,0,0,1,2,0.5,0,1,1,1,0,0,0,1,3,2.9,10/23/24
Isaiah Stewart,DET,IND,L,16.98,1,2,0.5,0,1,0,0,0,0,1,3,4,2,1,1,2,2,2,2.9,10/23/24
Jimmy Butler,MIA,ORL,L,25.82,1,8,0.125,0,2,0,1,2,0.5,1,3,4,5,1,1,1,1,3,2.8,10/23/24
Chris Duarte,CHI,NOP,L,1.77,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.7,10/23/24
Keyonte George,UTA,MEM,L,31.07,3,18,0.167,1,6,0.167,5,9,0.556,0,2,2,7,0,0,1,2,12,2.7,10/23/24
Pelle Larsson,MIA,ORL,L,6.25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2.7,10/23/24
Marcus Sasser,DET,IND,L,3.12,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2.7,10/23/24
Garrett Temple,TOR,CLE,L,8.5,1,2,0.5,0,1,0,0,0,0,0,0,0,2,1,0,0,2,2,2.6,10/23/24
Scottie Barnes,TOR,CLE,L,25.85,3,14,0.214,0,2,0,3,4,0.75,3,3,6,5,0,0,2,5,9,2.5,10/23/24
Obi Toppin,IND,DET,W,16.03,1,2,0.5,0,1,0,0,0,0,0,1,1,2,1,0,0,3,2,2.5,10/23/24
Duop Reath,POR,GSW,L,3.27,1,2,0.5,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,2.4,10/23/24
Adem Bona,PHI,MIL,L,2.65,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,10/23/24
Ulrich Chomche,TOR,CLE,L,4.5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,10/23/24
Herbert Jones,NOP,CHI,W,32.68,1,6,0.167,0,3,0,0,0,0,1,3,4,2,2,0,0,3,2,2,10/23/24
KJ Martin,PHI,MIL,L,15.07,1,3,0.333,0,0,0,1,2,0.5,2,3,5,0,0,0,0,3,3,2,10/23/24
Julian Phillips,CHI,NOP,L,11.53,1,3,0.333,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,2,10/23/24
Craig Porter,CLE,TOR,W,8.5,2,5,0.4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,2,10/23/24
Donovan Clingan,POR,GSW,L,12.58,1,2,0.5,0,0,0,0,0,0,0,2,2,0,1,1,1,1,2,1.9,10/23/24
Jonathan Kuminga,GSW,POR,W,19.52,3,9,0.333,0,2,0,4,6,0.667,1,3,4,1,0,1,4,3,10,1.9,10/23/24
Jaylon Tyson,CLE,TOR,W,6.67,1,1,1,1,1,1,1,2,0.5,0,2,2,1,0,0,2,2,4,1.8,10/23/24
A.J. Green,MIL,PHI,W,4.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.7,10/23/24
Davion Mitchell,TOR,CLE,L,24.55,4,10,0.4,0,3,0,0,0,0,0,0,0,3,2,0,5,0,8,1.7,10/23/24
Dalano Banton,POR,GSW,L,8,1,4,0.25,1,2,0.5,0,0,0,0,1,1,1,0,0,0,0,3,1.6,10/23/24
Kentavious Caldwell-Pope,ORL,MIA,W,25.15,0,5,0,0,5,0,3,3,1,1,0,1,2,1,2,2,1,3,1.6,10/23/24
Jarace Walker,IND,DET,W,6.35,1,2,0.5,1,2,0.5,0,0,0,1,0,1,1,0,0,1,2,3,1.6,10/23/24
Cam Whitmore,HOU,CHO,L,8.02,2,4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1.6,10/23/24
Jaylen Wells,MEM,UTA,W,23.45,2,6,0.333,2,5,0.4,0,2,0,0,0,0,1,1,0,0,5,6,1.5,10/23/24
Nicolas Batum,LAC,PHO,L,23.62,0,2,0,0,2,0,2,2,1,0,2,2,2,1,0,1,3,2,1.4,10/23/24
Karlo Matković,NOP,CHI,W,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.4,10/23/24
Dru Smith,MIA,ORL,L,6.25,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1.4,10/23/24
Duncan Robinson,MIA,ORL,L,19.67,2,7,0.286,2,5,0.4,0,0,0,0,1,1,1,0,0,0,4,6,1.3,10/23/24
Tristan Thompson,CLE,TOR,W,8.5,1,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1.3,10/23/24
Delon Wright,MIL,PHI,W,13.15,1,3,0.333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.3,10/23/24
Zach Edey,MEM,UTA,W,14.73,2,4,0.5,0,0,0,1,5,0.2,4,1,5,0,0,0,1,6,5,1.1,10/23/24
Enrique Freeman,IND,DET,W,6.65,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2,1,10/23/24
Dalen Terry,CHI,NOP,L,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10/23/24
Reed Sheppard,HOU,CHO,L,15.55,2,5,0.4,0,1,0,0,0,0,1,1,2,3,0,1,3,3,4,0.9,10/23/24
Darius Garland,CLE,TOR,W,22.7,3,12,0.25,1,6,0.167,0,0,0,0,1,1,6,0,0,2,4,7,0.7,10/23/24
Lester Quiñones,PHI,MIL,L,2.65,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.7,10/23/24
Cody Williams,UTA,MEM,L,19.47,0,0,0,0,0,0,2,2,1,0,4,4,0,0,0,1,4,2,0.6,10/23/24
Jakob Poeltl,TOR,CLE,L,26.15,2,6,0.333,0,0,0,2,4,0.5,3,6,9,2,0,0,5,4,6,0.5,10/23/24
Ben Sheppard,IND,DET,W,6.3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0.5,10/23/24
Zaccharie Risacher,ATL,BRK,W,19,2,8,0.25,1,4,0.25,2,4,0.5,1,0,1,0,0,0,1,2,7,0.3,10/23/24
Patty Mills,UTA,MEM,L,16.07,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0.2,10/23/24
Jabari Walker,POR,GSW,L,7.28,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0.2,10/23/24
Vasilije Micić,CHO,HOU,W,16.55,2,9,0.222,1,3,0.333,0,0,0,2,3,5,1,1,0,3,1,5,0.1,10/23/24
MarJon Beauchamp,MIL,PHI,W,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/24
Jeff Dowtin,PHI,MIL,L,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/24
Andre Jackson,MIL,PHI,W,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/24
Caleb Houstan,ORL,MIA,W,5.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,10/23/24
Brandin Podziemski,GSW,POR,W,24.93,0,5,0,0,4,0,0,0,0,4,3,7,4,1,0,3,3,0,-0.2,10/23/24
Ryan Dunn,PHO,LAC,W,8.73,1,5,0.2,0,2,0,0,0,0,0,2,2,1,0,1,0,3,2,-0.3,10/23/24
Ryan Rollins,MIL,PHI,W,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,10/23/24
Brandon Clarke,MEM,UTA,W,13.68,1,5,0.2,0,2,0,0,0,0,1,2,3,1,0,0,1,1,2,-0.5,10/23/24
AJ Johnson,MIL,PHI,W,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,10/23/24
Shake Milton,BRK,ATL,L,6.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,10/23/24
Matas Buzelis,CHI,NOP,L,4.7,0,3,0,0,3,0,0,0,0,0,2,2,1,0,0,0,1,0,-1.2,10/23/24
Eric Gordon,PHI,MIL,L,22.47,1,6,0.167,0,2,0,0,0,0,0,1,1,1,0,0,0,1,2,-1.2,10/23/24
Talen Horton-Tucker,CHI,NOP,L,7.52,0,1,0,0,0,0,0,2,0,0,2,2,1,0,0,1,0,0,-1.2,10/23/24
Cory Joseph,ORL,MIA,W,5.35,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,10/23/24
Kris Murray,POR,GSW,L,9.92,0,2,0,0,1,0,1,4,0.25,1,0,1,1,0,0,1,1,1,-1.6,10/23/24
Tristan Da Silva,ORL,MIA,W,5.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7,10/23/24
Jett Howard,ORL,MIA,W,5.35,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.8,10/23/24
Kel'el Ware,MIA,ORL,L,6.25,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,-1.8,10/23/24
Kevin Porter,LAC,PHO,L,12.93,1,8,0.125,0,4,0,0,0,0,1,3,4,2,1,0,2,2,2,-2,10/23/24
Dillon Brooks,HOU,CHO,L,31.42,1,6,0.167,0,3,0,0,0,0,1,2,3,0,0,0,0,4,2,-2.1,10/23/24
Goga Bitadze,ORL,MIA,W,5.35,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,0,-2.5,10/23/24
Cole Anthony,ORL,MIA,W,17.5,0,7,0,0,5,0,0,0,0,0,3,3,6,0,0,2,2,0,-2.6,10/23/24
Antonio Reeves,NOP,CHI,W,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.1,10/23/24
Simone Fontecchio,DET,IND,L,14.85,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,0,-4.3,10/23/24
Chet Holmgren,OKC,DEN,W,35.78,11,18,0.611,0,5,0,3,5,0.6,4,10,14,5,2,4,2,2,25,27.3,10/24/24
Julius Randle,MIN,SAC,W,34.82,13,17,0.765,5,6,0.833,2,3,0.667,0,5,5,4,0,0,3,3,33,26,10/24/24
Shai Gilgeous-Alexander,OKC,DEN,W,36.2,11,24,0.458,2,6,0.333,4,5,0.8,2,5,7,8,2,3,2,2,28,25,10/24/24
Jaylen Brown,BOS,WAS,W,30.3,10,20,0.5,3,6,0.5,4,5,0.8,1,7,8,3,4,0,2,1,27,23.1,10/24/24
Klay Thompson,DAL,SAS,W,26.08,7,13,0.538,6,10,0.6,2,2,1,3,4,7,1,3,0,0,1,22,22.3,10/24/24
Nikola Jokić,DEN,OKC,L,35.2,6,13,0.462,1,3,0.333,3,4,0.75,4,8,12,13,2,1,3,3,16,21.7,10/24/24
Jayson Tatum,BOS,WAS,W,28.65,9,20,0.45,3,11,0.273,4,7,0.571,2,9,11,6,1,0,1,1,25,21.3,10/24/24
Anthony Edwards,MIN,SAC,W,39.2,10,24,0.417,5,15,0.333,7,7,1,1,6,7,4,1,0,3,4,32,20.9,10/24/24
Jordan Poole,WAS,BOS,L,32.48,9,17,0.529,6,11,0.545,2,2,1,0,1,1,4,4,1,4,3,26,20.3,10/24/24
Luka Dončić,DAL,SAS,W,36.27,9,25,0.36,4,11,0.364,6,8,0.75,1,9,10,8,1,1,4,3,28,18.8,10/24/24
DeMar DeRozan,SAC,MIN,L,42.53,7,18,0.389,0,2,0,12,14,0.857,1,7,8,2,1,0,2,0,26,18.6,10/24/24
Keegan Murray,SAC,MIN,L,43,8,17,0.471,5,10,0.5,2,2,1,2,9,11,2,0,0,0,3,23,18.6,10/24/24
Dereck Lively,DAL,SAS,W,27.78,6,8,0.75,0,0,0,3,5,0.6,4,7,11,6,1,0,2,4,15,17.5,10/24/24
Domantas Sabonis,SAC,MIN,L,38.18,8,13,0.615,3,4,0.75,5,8,0.625,1,7,8,1,2,1,4,4,24,17.5,10/24/24
Derrick White,BOS,WAS,W,29.27,6,11,0.545,4,7,0.571,3,4,0.75,1,3,4,4,1,0,1,1,19,17.3,10/24/24
Naz Reid,MIN,SAC,W,26.52,6,10,0.6,4,7,0.571,3,3,1,0,13,13,3,0,0,2,4,19,16.8,10/24/24
Julian Champagnie,SAS,DAL,L,27.32,7,12,0.583,4,8,0.5,0,0,0,2,5,7,3,1,2,3,1,18,16.4,10/24/24
